ID,VIPµÈ¼¶
2350806,11
193141,10
6113401,10
9784386,11
118924,13
20124135,10
4763341,11
8886655,13
4713613,10
88062,10
13551223,10
14063628,10
4946098,10
13792368,10
3158935,10
9387996,10
2810797,10
5817167,12
439884,10
5754465,12
6542621,10
13860595,12
18231315,11
419701,10
465187,10
15634632,10
7101718,10
4411247,10
1786363,10
5564350,10
97414,10
6165807,11
2523821,10
4019912,10
3396005,10
10960777,10
1516827,10
1338204,10
8465496,10
0,12
3967631,10
13643569,10
8091751,11
2534991,10
19145830,11
3296735,11
11854199,11
52997,10
3841774,10
11595534,11
11278364,11
8901574,10
21872725,10
6941856,10
18160929,12
1600549,12
84900,10
2220853,13
1770267,10
11826853,10
16858603,10
13659339,10
78025,10
10457869,10
14086508,12
4466721,10
10177579,10
4436489,10
11738863,12
5918184,11
3256042,10
7558289,10
17938605,10
57668,13
1675021,15
13094381,11
7817813,10
82981,10
18597718,10
3788758,10
6868499,10
5882257,10
6615435,12
8812380,10
3920280,10
16195503,10
796491,11
343853,10
1694367,10
87948,10
863265,12
7944018,11
615945,12
552559,12
7833124,10
4043774,10
7942396,12
123109,10
3794167,10
21370799,10
19576141,10
9112208,11
7102730,10
11757002,10
2169901,10
18792229,10
2690561,11
7644922,11
11016064,10
9383258,14
11830268,10
620414,10
10714332,10
6656554,10
106058,10
219077,11
11607243,11
8988885,11
5850826,10
19696846,12
2281744,10
220727,10
3929109,12
3314009,10
1982611,10
15713587,10
11939531,12
652285,10
10209536,11
4356645,12
13074261,10
6325507,12
166085,13
550922,10
2790048,10
18136547,10
5824894,10
6379510,10
7953683,13
7283164,10
13545004,10
1366514,10
2158868,10
9074878,10
9614480,10
5873592,10
6329390,12
7528123,12
6318045,11
4991661,10
41016,10
8438727,11
11707182,10
11820315,10
21686454,10
17403389,10
8859651,10
64980,11
678118,10
4788841,11
11533968,10
10506977,10
9112325,10
20676709,11
15278101,11
3412085,13
12135512,10
7101563,10
20033416,10
9202463,10
3254675,11
2753173,10
6387158,10
19584695,10
1213418,10
1384736,11
11229823,13
6078260,12
141501,11
11211325,10
630926,10
9636219,10
3706849,10
253328,12
7838133,11
7799873,11
663501,10
211596,12
12159937,10
20962165,10
15090342,13
14706389,10
1037938,10
153484,10
829843,12
1350214,10
12621295,10
1070262,10
9915877,11
2024618,10
81137,10
13075489,10
17899703,10
9947238,10
9956102,11
13931419,11
917977,10
4439985,11
12792433,10
1482749,10
6392398,10
8518531,10
2837754,11
19629131,10
11138612,10
10008255,10
85253,10
18051641,11
18254733,10
9398705,12
1929545,12
9146359,10
2241642,14
293265,10
1364375,11
2102384,10
4405049,11
7118504,12
188066,12
10667649,13
19189015,10
4212692,12
21935068,10
10111212,11
12712622,10
1155181,10
2030831,10
19670971,10
2339522,10
1671753,11
12559657,10
5778543,13
11435846,10
11071529,10
4758102,12
6695671,10
6105134,10
72383,10
2600668,10
2105972,13
8667513,10
16584075,10
9294850,10
6120965,10
9744533,11
4360229,10
6373943,12
10767668,11
3590900,11
17504281,10
2241576,10
117460,12
10100166,10
7100933,10
4794260,10
6311388,10
6865532,12
18295622,11
6731013,10
12827387,10
2585307,10
15736191,14
9634671,10
18711911,10
3972660,10
866541,12
10724685,12
8584949,13
5771945,10
638331,10
9811236,10
1488133,10
1308010,13
12421034,11
4076416,10
2539519,10
7111150,12
14252719,10
9089152,10
17943226,12
1044385,10
14473728,11
7154177,10
14838819,10
9156753,11
1043731,11
3964246,10
910194,10
393570,10
199812,10
2548214,12
5254031,11
91846,10
5155948,11
11375466,10
12954455,10
17486288,11
7387402,13
703326,10
91713,10
5285725,10
12835023,10
8041638,10
13331719,10
16809919,11
11210713,12
2876241,10
7105937,11
4568518,10
8315016,12
84969,11
3599418,10
881923,10
115083,10
13739715,10
83365,10
16057451,12
2387533,10
12141644,10
11804393,10
1374664,11
4061834,10
5941031,11
9876840,10
8106601,10
604249,11
5667903,10
10483859,11
11425572,10
4897372,13
13609142,10
9326649,10
15058691,10
6568183,13
12684702,10
12892727,11
1134175,10
17669951,10
14476986,10
14508766,10
4284252,13
8164498,10
2498157,10
7173895,12
3484775,10
3959649,11
1917927,10
12504461,10
2060389,10
288442,12
12837478,13
3233825,10
7104924,10
215585,10
8044609,11
370794,11
698228,10
5289558,12
856005,10
6003606,10
1073883,10
550896,10
8247358,10
8446354,10
9305936,10
15438605,10
1433518,10
11541258,10
5621612,10
2080107,10
1304834,10
10615174,10
1311139,11
20456837,10
10056937,10
308025,11
3759000,10
11665386,10
6800480,10
13999919,10
8489843,10
8474567,10
15906234,10
26008,10
18353272,10
8971537,10
6458330,10
3555619,10
11102617,10
4389266,12
6123449,10
7550437,10
227282,12
6459983,10
3699875,12
22018388,11
4005113,11
11454606,10
8687971,12
11967058,10
1020724,10
4956987,11
1106756,10
9490456,10
18173196,13
18660886,10
11734914,12
1211111,10
4809610,10
13037264,10
8584849,12
4120146,10
4056233,10
1067350,12
4725317,11
16196765,11
14997650,13
1445599,10
18110383,11
7153340,10
17314468,11
11829687,10
97832,10
14336293,10
17900344,10
4611842,12
13261390,10
5723808,10
314785,13
19707640,10
5051902,10
1409904,10
8670443,10
6869340,11
6408987,10
2478042,10
2383410,11
37477,10
6525236,11
5250207,11
8382882,13
1372686,11
7105350,10
5814828,12
8500177,10
3434450,10
3341556,13
9349847,12
44708,10
10696923,11
14880584,10
12057034,10
6029841,14
9899498,11
138903,10
2781145,10
9608209,10
1175329,10
423746,11
20801599,10
10323229,10
14435863,11
656288,10
18114246,10
1398855,10
8989068,10
313362,10
2758562,10
2613708,10
5307846,10
4710068,10
1369492,10
21157492,10
1428880,10
8478472,10
2478177,10
1909208,10
2953228,12
17444260,10
1528276,11
19702899,12
11273177,10
16086808,10
17312804,12
6386137,12
17247169,11
9021190,12
12634339,10
6115202,10
8417065,10
4889438,10
11133977,10
5345212,10
7014512,10
16168749,10
19270578,10
3873280,12
18145425,10
8867058,10
12018643,10
12914430,10
4831491,10
590584,11
7359441,10
4730586,10
6267972,10
3860355,11
234172,12
7101864,13
4165039,10
16861667,11
9755635,10
55016,11
61263,14
3811071,11
7371403,10
2483396,10
7796817,11
39505,11
13886914,10
5674583,12
87486,10
16550403,10
63077,12
18205660,11
2029377,10
2792727,11
1640948,11
16191584,10
2470060,12
1378548,10
186515,11
1671238,10
9696251,10
7769053,10
15301252,10
2891168,10
5814775,12
5012738,13
2272916,12
546486,10
2013136,10
16884150,10
11312144,11
6344468,13
6279610,10
2782113,10
3994825,13
3874420,10
1663951,10
11677604,10
526390,10
6983792,10
15843910,12
15296590,10
17207094,10
4594452,10
13061039,11
1776275,10
460539,10
4434340,11
15715262,10
14495368,10
2315979,10
9062841,13
2631473,10
13022554,10
10904746,12
2787695,11
13114564,10
5570893,10
971771,10
6517800,10
15880381,10
9511689,10
3741796,10
4863850,10
12727732,10
7139302,14
4146298,12
138807,10
377382,10
13099144,10
8671626,10
13702025,12
16575780,11
5146302,13
21240939,11
1727574,10
5224718,11
1156940,10
3852955,11
13985640,13
20389,10
17364751,10
19638229,10
10781946,11
17378066,10
43351,10
4119421,11
6106360,10
17155740,10
8248867,10
10194640,10
7106540,12
4374110,10
12575135,10
2231239,12
2249941,13
4463603,11
9798014,12
14454600,10
2329607,10
5398046,10
11461780,10
308327,10
10630264,10
122775,10
6265550,10
10613970,10
500601,10
5921035,10
12220450,10
14288316,10
174425,11
12836118,10
1419927,10
1879492,10
3823260,10
6509239,10
14440334,11
9991878,10
13413355,12
2459805,10
46053,11
394898,10
3335153,10
6250468,13
2572203,10
7642954,10
11471529,10
847487,10
12666029,10
5849952,10
9848618,10
1657337,10
1517822,10
3692009,12
42571,13
3968582,11
18091278,11
5932187,13
2403815,10
248241,11
5250818,11
10768434,12
2691267,10
5319235,10
386063,10
802270,10
1211151,10
5186605,12
15911889,11
9163976,10
4102527,10
13141956,10
6070865,10
13051430,11
1407317,12
9187869,10
70996,11
96540,11
3962322,12
4768147,10
1096747,11
10149046,10
559630,10
6108310,10
20502769,11
11343567,10
9875668,14
10429088,10
21096922,10
1155265,10
8320131,12
11843345,10
8203326,10
2872476,10
75747,10
6447214,10
14318653,10
1766640,10
3020379,11
7828058,10
3595435,10
18603537,10
16616035,10
192137,10
9885824,10
356880,10
1394986,10
13396102,11
77991,13
1251838,10
4016546,11
4360733,10
5995982,10
15393864,10
11479607,13
9724768,10
4454863,10
1097151,11
1259336,13
12196603,10
12056688,10
2079319,10
7462786,10
12125169,11
581475,11
57343,11
15728259,10
5655213,11
4172315,11
13232906,10
356884,12
10526698,11
4503954,11
6735748,10
13953920,11
5564469,12
17003992,11
6415092,10
14745923,10
4128841,11
257357,12
18662941,10
1994499,10
43887,10
17836786,10
4697746,10
11318360,10
9841116,13
2445895,10
9578062,10
3427873,10
10588298,10
2799607,10
8740205,10
369607,10
921375,11
10917118,10
20076057,12
438521,10
116039,11
12360132,10
9750370,10
6572557,10
19679988,10
1678088,12
8364840,10
1046844,10
8973283,12
16542620,10
166395,11
93600,10
41184,10
13636769,10
7476710,10
8410726,10
76161,11
4442287,10
105331,12
21798,13
2477765,10
2747799,11
962248,10
5275296,10
1998839,10
5338514,12
6111732,10
666047,12
1111778,13
11743897,10
4037959,12
7104997,10
6793903,10
719233,10
8822779,10
3020777,10
190209,11
3862908,11
740932,14
2273271,10
6963251,11
4133429,10
6845541,10
7290660,10
18639146,10
6104989,10
3261030,10
951331,10
6933690,10
100628,10
716072,11
10094831,12
12007529,10
6641586,10
177577,10
109693,10
72370,11
3189535,13
4025977,10
5746637,11
7049279,10
4143698,10
4770588,13
13186209,11
1795996,12
19247110,10
8495975,13
475958,10
12385304,10
13052356,10
12542932,11
32804,10
17647356,10
7901298,10
4848522,10
465267,13
7141760,10
3563750,12
42684,12
1974439,12
826963,11
1170519,10
4768887,10
13991066,12
20198269,10
3979615,10
395000,11
8141336,10
20137838,10
34991,12
9002342,10
4830109,10
1704477,10
2526556,13
17720404,10
670113,12
7175094,12
18136653,10
12394296,12
8888909,10
2528110,14
427746,10
3632810,13
3519301,11
11380747,10
1977886,10
5557561,11
14803640,10
1841048,10
9463877,10
744772,12
7759980,12
5283262,10
13269978,11
1646773,10
5405370,10
7251283,11
4433762,11
3031713,10
1876291,10
4712187,10
8035527,12
3155998,10
18006672,10
200789,10
240652,10
10629511,12
941354,10
7944661,10
4427557,12
6190881,10
97881,10
9116582,10
4342645,10
12379087,10
109959,10
13108437,12
3461239,12
915619,13
12265564,11
6260361,10
21458305,10
1510858,10
9004988,10
4824944,10
5911907,10
12196431,15
14565528,10
12460400,10
11742344,11
4166910,10
103113,12
406666,10
107307,10
898923,12
2269363,10
3264631,11
15015329,10
4474692,11
3952839,10
5443968,13
392510,10
993932,11
9150774,11
3306619,10
8870906,12
4826207,10
7356824,10
6274701,10
5524040,12
19714508,10
8197006,13
6076407,10
12419190,10
324320,11
707472,10
1283205,10
7544733,11
1867434,10
3115292,10
20681302,10
15989887,10
13294211,13
179197,10
10627183,11
6985487,10
2945509,10
6957167,10
2645335,10
74398,10
10330148,10
12623132,10
13484155,12
403124,11
2180779,10
225553,12
15705604,10
8363469,10
10041326,13
6853065,11
8245862,13
757952,10
1656091,10
2231536,11
14220355,10
14970764,10
370482,12
20995806,11
8320563,13
16495637,10
3556026,10
3951918,13
308114,10
645311,12
11250928,12
3209543,10
81815,10
5433550,10
73186,10
841401,10
11263605,12
3447910,10
2017042,11
8435270,10
6133968,10
7103092,10
874636,10
11570542,13
1613695,10
9179474,10
10739695,10
12299034,10
5572200,13
1021981,12
2922396,10
8418733,12
3783323,10
14048899,10
19934097,12
12364409,10
367742,10
4803970,10
15221774,10
3606378,12
294217,10
6494165,10
1516734,10
19789276,10
49991,12
6795778,10
1151594,10
5981153,10
25888,13
17728287,10
9636113,10
532306,10
471108,10
7138435,12
3074782,13
12706340,11
594252,12
17252929,11
14165235,10
3756413,13
12498699,13
1477107,10
10526152,10
6475922,10
2079529,10
20688943,10
7132560,10
20118305,11
18015690,10
2474676,13
389287,10
8368481,12
2995214,10
1992849,11
6270136,10
2862369,10
9110247,10
20673416,11
1671648,11
20397520,13
1158716,11
11823565,10
6797238,10
10920660,13
15656089,10
5031342,10
1276137,10
8413293,10
6859694,10
7112724,10
7462581,10
10232972,10
680608,10
5285103,11
13001631,10
3573649,12
9796801,10
1846343,13
58006,10
10349302,12
8869027,11
14404532,10
12902219,13
768538,10
20067899,10
11824723,10
9237572,10
12123379,10
12310693,10
5111614,10
4873504,10
3845051,10
17170232,10
15539939,10
2287051,10
4731480,12
2865307,10
24314,10
114253,12
117115,11
14957421,10
172515,12
22504852,10
7148781,10
1027070,10
2343245,13
7120155,10
2271874,12
5181164,10
748427,12
6611687,10
3443805,11
673868,10
9292258,12
18456484,11
9065101,10
3640084,10
11404613,10
16396544,11
11089529,10
5375740,12
6106953,11
91132,10
5116788,10
7105432,10
8774865,10
5822886,11
4481615,12
12567440,11
6964168,10
1454688,10
10553956,10
580858,10
6873989,11
18022180,11
9891803,12
16464689,10
90447,11
14915940,10
7352422,13
5006513,10
19142873,10
9139518,11
1473310,10
2926189,10
6121788,10
5302409,10
506155,10
3963388,10
18130372,10
8917690,12
3466507,10
628705,11
8614966,12
10309798,10
163688,13
4792959,10
989279,10
19756305,10
8175444,10
8198908,10
7102263,10
13193189,10
11304328,11
8698796,10
19505071,10
3979981,10
415264,10
3433280,10
5200862,11
3770993,10
8626601,10
2330828,11
9161916,10
2887172,12
855191,10
108649,11
4790641,11
5778158,10
9596323,11
11202167,10
19211667,11
107116,11
11065296,10
14938533,10
6438915,10
457455,14
4974844,10
3621533,10
7799302,12
5610019,10
6622886,10
6609129,10
1508444,10
2084776,11
79562,14
2931844,11
7044483,10
4928052,12
955400,10
1733087,10
1248546,12
268344,10
6104556,10
6337173,11
2567837,10
104255,10
1125679,10
9400579,10
3033963,10
1041800,11
19973249,10
18111714,10
12610510,10
1267109,10
105134,11
3095764,10
10501312,12
2764539,10
85483,10
427611,10
17817578,10
3964342,10
631859,13
895312,10
4076082,10
121368,10
10769352,10
859971,10
9018281,12
3080460,10
18736642,10
13022433,10
21864052,10
19337274,10
8433442,10
10823173,10
11414821,11
1965476,10
175015,11
2764052,12
7022786,12
19627170,10
1060384,10
14308789,10
4413662,11
6632624,12
12816652,10
1328360,10
4277927,10
5627708,12
9971669,10
8040682,10
18877245,11
8185384,10
2714820,10
10612607,10
6641767,11
2251090,11
527859,11
21305841,11
9674164,11
9584953,10
2376358,11
106113,13
5413151,10
12430870,10
2037678,10
4434114,10
59376,10
5247857,11
4119564,10
15004119,11
10971794,12
7267583,10
7300677,10
14479793,10
8443481,10
11335346,10
4790923,11
4623750,13
9093899,10
2388686,13
20256,10
13319283,10
8792608,10
1848784,10
818876,10
6257158,13
34242,12
1181210,12
9736706,12
11682694,10
11976692,11
3142334,10
2344094,11
8354262,10
1839197,12
8105179,10
14246035,10
4457081,11
3967783,10
7247844,11
3153966,10
15641653,10
8688369,10
6025512,10
12444095,10
1155071,12
7784019,10
5129427,10
171894,11
13367646,10
5171183,10
604481,12
3357641,10
4534722,10
9057795,10
9628630,10
18096517,10
4906307,10
5667018,14
23040332,10
5545430,10
1583884,10
10094411,10
27927,10
262845,11
5435342,10
1896624,10
802874,12
3997013,10
7812269,11
408901,12
10518290,10
7103247,10
8373076,11
3642515,10
15189108,10
1597414,10
7120633,12
4649073,11
4779406,10
15510021,12
3553904,12
11186740,10
16692237,12
2358892,13
2558436,11
366374,10
1205792,10
1664219,10
14864621,10
2986348,10
92798,11
16601308,12
9074219,10
6557147,10
9846469,10
9828352,10
1871347,10
7091212,13
12354534,10
174301,11
16830580,13
3680556,10
3260707,10
6560410,11
5547647,12
30744,10
5156860,10
13053601,10
15027267,11
985252,10
7936228,10
8075493,11
866495,10
156561,13
64845,10
41211,10
18559598,10
84388,11
11260962,13
1780820,10
14652340,10
4433333,10
1734715,11
13917677,11
19701182,10
3971223,10
2347291,12
21832522,10
10996467,10
968358,12
17132286,10
689053,10
14041507,10
17596978,10
1008830,10
827087,11
2013019,10
20303944,10
6149641,11
623141,10
37246,11
18637494,12
13881087,10
14280140,10
323201,11
2542988,11
4849749,10
1499886,10
3060832,13
10263401,10
3619886,10
9038359,10
1095968,11
2325883,13
1679086,11
2365440,10
1483232,13
321702,12
20698390,11
14817277,10
384684,10
376846,12
9832621,11
13790572,10
14982673,10
15517326,10
14433753,11
902231,10
3713407,10
2240432,10
364353,12
12970654,10
6966250,10
7220488,10
6575310,14
6214213,10
7341170,10
17260165,10
17128894,12
10600784,10
2875673,10
3331804,10
2009233,10
21193837,10
45091,10
7133527,11
17142381,10
20198136,10
12200760,10
17941140,11
5414311,11
10972273,10
4995719,10
5000208,11
1661024,10
2021843,10
11822839,10
2368752,10
2813610,12
18904505,12
134626,10
7494446,12
40761,10
9986112,11
7456474,10
4171849,10
2344499,10
3898853,10
13057532,10
57019,12
2180433,10
2595695,11
7307995,10
7585954,10
11412220,11
19313074,10
8028883,10
2734412,10
15973871,10
8138920,10
126138,10
933382,13
7511205,11
16872053,13
7109237,10
6593715,12
8224499,11
4082809,10
4079098,10
384653,10
5651382,10
7040322,11
11206761,11
12609576,10
14556517,12
11627107,10
9450342,10
16685316,10
1349922,10
184924,10
9817567,10
2868860,10
3626028,12
5051280,10
169347,10
7109748,10
8612632,10
11830762,10
17819397,10
4045708,10
9516844,10
14388037,10
3470767,10
8429442,11
941199,10
13304733,10
5241234,12
8149475,10
19328657,10
1369652,10
469619,10
2025339,10
5626801,11
1734824,10
5918996,10
3602591,11
3802402,11
11816377,10
16902470,11
6463996,10
16322254,12
159133,10
7814959,11
2841009,10
13814760,10
2331816,10
1012201,12
99055,12
7055622,10
7190919,10
759179,10
8149813,10
9180017,11
1420545,10
17374709,10
268668,13
415868,10
590686,13
17182643,10
5384175,13
22915677,10
4796656,10
522874,10
17974679,11
185722,11
2189672,10
6462325,13
2618976,10
7404701,11
12806740,10
5307241,12
5683215,10
237318,10
229533,13
1193958,12
2269608,10
9991551,12
17671761,10
4017254,10
3539811,10
17595889,11
15476392,10
4944935,13
8685944,10
2343767,10
6197013,13
8223865,10
372403,12
9089631,10
5285133,12
17556542,10
38104,11
1251424,10
3738604,11
2831273,13
6483373,10
1600355,12
17759725,10
219701,10
19855158,10
11117704,12
8145212,10
1751065,10
2086864,11
31586,10
913968,10
13699896,11
649356,13
15318063,10
19056599,10
6785344,11
20145393,12
43918,12
13518618,10
36599,10
12009022,10
17017545,13
10038058,10
1354654,12
12966911,10
12931011,10
5986773,10
9420796,10
88835,12
14400403,13
8218414,12
6160220,10
1940876,11
5243385,10
10926450,11
629396,11
56389,10
6886970,10
13608879,10
6410079,10
17034285,10
19135830,10
1350166,13
4603847,10
111348,10
15306623,10
5420572,10
53083,10
8309051,12
21991427,10
3502817,10
173149,10
751887,10
19552759,10
11059790,10
3571228,10
4037313,10
17638839,10
22557583,10
7109453,13
0,10
12417580,10
939594,11
3453506,13
14433806,11
3105084,10
6977278,11
1506715,10
5248690,10
4208703,10
7297343,10
10635957,10
7244928,10
13663783,12
10059796,10
5155197,13
7574443,10
1152766,11
11811234,10
3347206,10
57281,10
6174993,12
12240372,12
2795751,12
1190625,10
16200010,11
7437915,10
9157843,12
4326132,10
19685943,10
9895426,10
2897794,10
3548341,11
6539691,10
32732,10
4142246,10
2237649,10
4442405,10
524115,10
20043117,10
128466,11
229134,11
5735855,10
6998921,12
58876,10
1885363,10
4450007,10
8403406,10
1464054,10
11104609,10
9160668,12
479876,10
6120657,12
8392867,14
8899109,10
67841,10
6503101,12
5608157,10
6412992,10
6211847,10
1278869,10
9542300,10
8996978,10
12331804,11
15164831,10
8749709,10
122569,10
5777418,12
3604213,12
6860194,10
10344098,12
5576548,12
890057,10
23329034,7
7267197,10
15136276,10
54085,11
136085,12
16221386,10
11743323,10
6801652,12
11737035,10
15297226,10
17418760,10
16942434,10
12436765,10
13240090,10
14877194,10
7115219,10
5071815,10
8899625,10
1762703,10
4073248,10
1161186,10
19039899,11
8992083,10
6884315,10
8655302,10
4076179,11
345985,10
396025,11
3800068,12
1365696,10
8776625,10
17390087,10
6443396,10
4677588,10
11839852,11
20487141,10
3255759,10
9742059,10
10536695,11
90914,10
19130485,10
259200,11
789210,10
13075968,10
11843227,10
8113468,11
10048218,10
1923068,12
1172285,11
9728343,10
16636607,10
1303263,10
1500503,10
10864308,13
4568836,10
18920236,10
1321746,10
11829127,10
21174943,10
557279,11
3229178,12
5220204,10
10025769,10
16998415,11
16613366,10
6024956,10
14831515,10
18851487,10
11370099,11
14308478,12
22070383,10
7057537,10
369967,13
9933225,13
15387021,10
10505828,10
11719190,11
10607218,10
11354529,10
19765000,10
4138863,11
6373199,12
17988653,10
10655733,11
3963154,12
368386,10
870822,11
20254791,10
14339721,11
3619696,10
7102794,10
1922117,12
3224296,12
15257475,10
14185870,10
679950,11
12790835,10
13667979,13
1334693,10
1318025,10
4484912,12
21294804,12
23327,10
7099789,13
260241,12
16077707,10
4439397,12
49432,10
1677276,10
4332406,11
6162529,12
18098785,11
8846994,11
36653,13
3802961,10
736766,10
2564613,11
8124046,10
2223750,10
7104667,10
10340128,14
8687062,10
1109913,13
7139311,12
8447362,10
8752687,10
5460680,10
7269242,10
2370037,10
2400903,12
10609244,10
7765855,11
567322,10
3032309,10
7889168,10
7134593,10
9547879,10
8660740,10
782276,10
9911759,12
374557,10
12379706,10
155958,13
6111350,11
9652650,11
403937,12
4832336,10
4837783,11
2213544,10
644285,10
5345578,10
15518875,11
2196152,10
10732780,11
1436698,11
7119940,10
46385,10
11147987,11
8644259,10
194691,10
220892,12
3299309,10
7166720,11
173546,10
125055,10
374772,10
17389540,11
11523244,10
16122067,10
1613106,14
17899849,10
11996458,10
48685,12
11823528,10
4013142,10
6136900,13
3282425,12
10320894,10
3783058,13
4010293,10
16060337,10
5189894,10
387374,11
7544402,10
11183521,10
16626568,11
20284185,10
5569597,11
7169990,10
5419844,10
8616091,10
7902277,10
3708115,10
3712966,10
686931,10
18467263,10
10071806,12
15507170,10
241890,10
16678792,10
1679165,12
12474217,10
3450126,10
5612682,10
1916626,10
47197,10
3809794,11
1366736,10
664284,10
17997352,10
11539980,10
729747,10
6271413,10
8361492,12
18568209,11
13112960,10
11450700,11
15622945,10
11167143,10
7122269,10
3220559,10
12569878,10
17770222,10
91953,10
14769694,10
969169,10
405575,11
13547472,10
8697148,11
10267652,10
10164228,11
11942689,12
15157286,11
1325014,10
110914,10
4111977,13
4825073,12
102076,10
4431887,12
3154604,12
10176162,10
7102222,12
46868,13
368847,10
15468287,10
12000991,11
16352323,11
9800048,10
4137629,10
6734445,11
1270484,10
1825796,15
5845179,10
22320,12
12749957,10
382869,10
4072566,12
12655200,11
234133,13
4286833,10
728072,10
603871,10
10604933,13
4321962,10
14681113,10
5491951,13
19072772,10
9145976,10
10666594,10
9219158,10
4828259,10
9547166,11
12539941,11
5781966,13
225028,11
5572522,10
812745,10
3226995,11
704608,10
806027,12
263909,10
3224119,10
11242280,10
9116457,10
12341517,10
12199184,12
15415503,10
11279921,10
4500175,10
17638229,12
2837684,12
10151506,10
7114819,10
1592348,10
13437047,10
7284229,11
15644642,11
7150688,11
389676,10
5175427,10
103781,10
5990973,10
4573853,10
416865,11
11894833,10
5893428,11
9032870,10
577416,12
15600605,12
6175582,11
23218172,11
20250304,11
5315903,10
5426700,11
15767279,11
7269187,10
1284136,12
8434301,12
12027025,12
3562720,10
110521,10
29116,12
17577738,10
159897,13
11830582,10
4743449,10
8409799,10
4761513,10
6110922,10
18436167,10
3102129,10
3827364,12
284870,12
605243,11
2270695,12
14143858,11
13183994,11
9888214,10
14282332,11
3778327,10
9418677,10
9863634,13
2265085,10
17561112,10
7560522,10
14640135,10
5154363,10
15289227,10
11626226,10
10691165,10
13718152,10
1175912,10
20108757,11
19624868,10
7101176,12
8394398,10
7916572,13
4361717,12
6920032,10
16468350,10
397408,10
17444726,12
10254983,11
2568663,11
979851,10
14114024,10
6122328,11
8701943,10
14917262,10
3996989,12
2187016,10
129842,11
9024686,10
1025746,10
824892,10
2854707,10
205932,12
14481354,10
6958424,10
1502019,10
240030,10
11760105,10
714432,10
425816,13
9157493,11
8440735,13
14590524,10
14774393,10
18183903,12
7368980,10
7223075,10
11346850,10
19923092,10
17050401,10
2569120,10
6155623,12
1126829,10
3405061,10
17423231,10
9022653,12
2584755,10
1191860,13
8566341,11
15435883,10
1722169,10
7268301,10
10953377,10
7106230,10
4057245,11
14378921,10
13429743,10
6020562,10
5874314,11
13542373,10
7320035,10
2050601,10
7439142,12
20418948,10
12300158,10
11946414,12
1390042,10
13301722,10
6160137,11
1667421,10
369546,10
1729625,10
13011163,10
1213377,14
554953,10
11003194,10
11351712,10
389387,10
322264,10
2157472,10
1279232,10
8167730,10
7274015,13
15807068,10
4168048,10
551972,10
556157,10
4339738,10
4974221,12
1996380,12
10885912,10
1798420,10
1305773,11
286935,10
2195507,10
10751394,11
5975407,10
9122952,10
8437807,12
7446416,10
20079132,11
8176119,11
6419924,12
7777952,12
11797518,11
18614252,10
5415009,10
2753671,10
1206058,10
6217347,10
12642111,10
10894766,11
1844734,10
2296822,10
13193918,13
3599138,10
6358536,10
11175858,10
5790384,10
546395,11
17813264,10
11411982,10
11393301,10
7148954,10
13527891,12
8407705,10
8444063,10
13502682,11
5290092,10
3597363,11
3504383,12
370870,10
286709,11
5741903,11
7871120,10
4004754,11
362855,10
3919506,11
67085,10
846237,10
9418795,10
14413343,13
11868497,10
1097954,12
12042938,10
3113639,11
188170,10
5790232,10
15049112,10
16874694,12
1723513,10
6554871,13
8775575,10
1898717,13
21736336,10
1371075,11
17748088,10
3379201,10
4821411,13
6312554,10
10600727,14
1312025,10
927501,12
268890,10
2248699,10
14558867,12
331434,10
4834639,10
3922179,13
392141,10
8797204,10
10439813,12
4349029,11
4739516,11
11760130,10
1676177,13
15548750,13
5751446,13
1725463,10
8151204,10
17211711,10
21333472,12
10563319,11
524207,11
13015973,10
8814207,11
10584521,11
6844358,11
5007825,10
9216252,10
11815617,10
751631,10
20146462,10
8536452,10
121441,11
10620491,10
3918035,10
3112767,10
1286918,10
2398681,10
2108142,10
7456954,10
440799,10
1878839,10
6798983,10
3905155,10
151422,10
10742799,13
9467427,10
8996532,10
2324450,11
12478201,10
11508485,10
856177,10
12446788,12
8004613,11
16387726,10
16231868,10
1356308,12
8303283,12
5371807,10
1671274,10
1194677,10
1916969,10
218602,11
13614115,10
12931245,10
1268717,11
5036742,11
17544629,10
8513499,10
3076778,11
388813,10
10545461,11
134640,13
9676958,10
1988799,13
8410738,10
1149872,12
6632445,10
30891,11
7378309,11
14044396,11
7512469,10
840927,13
8339855,10
6587437,11
938604,10
1500651,10
578161,10
14313757,10
19101537,10
48063,10
3108156,10
9395521,10
9102969,11
10766079,10
7100000,10
136915,10
684566,12
5008453,10
5374261,12
13031685,11
4665351,10
6115120,10
14693781,10
9842525,10
19520061,10
18988746,10
2751413,10
11297023,10
6713694,10
326826,11
6426661,11
13659274,12
6410798,10
4058937,11
9966034,10
6344106,10
6419710,12
9801761,10
2626124,13
17001122,10
367404,11
16890538,12
1413299,13
42975,10
19655764,10
10419122,11
17627567,10
74222,10
5007570,11
10852937,12
8294911,10
12638457,10
17141166,10
4561481,12
610167,11
5520120,10
15743513,11
2533027,10
14667225,10
10590103,10
6433778,10
5290861,10
35413,11
6556153,12
16436871,10
5186952,10
6422741,10
1667692,11
3525372,10
20216788,10
91983,11
24797,10
2377557,11
17628907,10
1355737,10
41623,10
1906290,12
799116,10
12883662,13
570453,13
8525320,10
6120286,11
11063990,11
9648067,10
390946,10
17113781,11
16348134,10
2215222,10
6911821,11
14786715,11
1177326,10
21710,10
13026705,10
