客服ID,玩家ID,玩家VIP等级,接收玩家消息时间,玩家消息内容,回复玩家消息时间,回复玩家内容,回复间隔
N1834,12257815,11,2016-05-25 19:54:59,3转新造型在制作没？,未回复,未回复,未回复
N3339,1542694,13,2016-05-25 19:39:39,#132#132,2016-05-25 19:41:25,#178,1.7666666666666666
N3339,1542694,13,2016-05-25 19:41:33,男的#3#3,2016-05-25 19:41:56,啊哈？,0.38333333333333336
N3339,1542694,13,2016-05-25 19:42:28,你是妹子还是汉子#166#166,2016-05-25 19:43:02,我是帅哥～#178,0.5666666666666667
N3339,1542694,13,2016-05-25 19:43:09,#150#150我的妹子呢,2016-05-25 19:43:41,就是我啦= =～以后也是我啦～,0.5333333333333333
N3339,1542694,13,2016-05-25 19:43:58,#132#132没人调戏了,2016-05-25 19:45:15,= = 我反过来调戏你你会打我么#175,1.2833333333333334
N3339,10012296,13,2016-05-25 12:15:53,废了我两张念的变身卡了，钱怎么办,2016-05-25 12:19:20,这个我有去申请补偿了哦～#178如果有的话到时候可以补偿回来的哈～,3.45
N3339,10012296,13,2016-05-25 12:17:27,两次了，吃卡调抗，不行了又调回来，不花钱吗,2016-05-25 12:19:20,这个我有去申请补偿了哦～#178如果有的话到时候可以补偿回来的哈～,1.8833333333333333
N3339,10012296,13,2016-05-25 12:21:47,不是钱的事，你有钱也买不到念的变身卡，从出到现在，一共才买到两张,2016-05-25 12:23:06,- -～如果能补偿卡的话～应该能平息下你内心的洪荒之力吧= =,1.3166666666666667
N3339,10012296,13,2016-05-25 12:22:37,我都舍不得用，跨服了才用，还都取消了,2016-05-25 12:23:06,- -～如果能补偿卡的话～应该能平息下你内心的洪荒之力吧= =,0.48333333333333334
N3339,10012296,13,2016-05-25 12:24:20,对，补偿我十张念的强发卡就行了,2016-05-25 12:25:53,= =10张..,1.55
N3339,10012296,13,2016-05-25 12:24:36,变身的啊,2016-05-25 12:25:53,= =10张..,1.2833333333333334
N3339,10012296,13,2016-05-25 18:46:31,有啥主要内容，我们可以享受到的,2016-05-25 18:53:13,唉 = =～可能是存在一丢丢啦～不过打的对手差不多实力还是一直的啦～,6.7
N3339,10012296,13,2016-05-25 18:47:55,对了，你们这个合服合的太垃圾了，昨天长安，都是136级以上的，等级压制，苹果服晚开俩月，你觉得公平吗,2016-05-25 18:53:13,唉 = =～可能是存在一丢丢啦～不过打的对手差不多实力还是一直的啦～,5.3
N2662,3672620,12,2016-05-25 13:24:13,我想问问比武还能报名么,2016-05-25 13:25:29,抱歉哟~报名时间已截止了哟～现在报不了哟,1.2666666666666666
N2662,3672620,12,2016-05-25 14:21:02,能补报吗？我给忘了呢，反正也还在延迟啊,2016-05-25 14:27:49,小倩咨询过了哟～现在全部报名都停止了哟～#23,6.783333333333333
N2662,3672620,12,2016-05-25 16:53:33,268077315,2016-05-25 16:55:34,好的,2.0166666666666666
N3701,8620598,11,2016-05-25 19:53:23,呵呵,2016-05-25 19:54:52,3转炼狱难度八卦降魔迭代更新咯#18大话西游手游网页版亲爱哒这几天感觉如何#157,1.4833333333333334
N3701,8620598,11,2016-05-25 19:55:12,我离三转好远,2016-05-25 19:57:05,#93加油加油,1.8833333333333333
N3701,8620598,11,2016-05-25 19:57:16,给我送5,2016-05-25 19:59:07,#17纱纱好穷，自己都没吃过,1.85
N3701,8620598,11,2016-05-25 19:57:25,千个人参果#129,2016-05-25 19:59:07,#17纱纱好穷，自己都没吃过,1.7
N3701,8620598,11,2016-05-25 19:59:35,我都没得过好东西 钱花了大把,未回复,未回复,未回复
N3502,351431,10,2016-05-24 14:13:49,有啊,2016-05-24 14:14:28,好的～，最近是手游PK赛嘛，我们在招比武大会解说，不知道有木有兴趣的呀#149,0.65
N3502,351431,10,2016-05-24 14:14:44,有什么条件呢,2016-05-24 14:16:20,条件很宽松的～只要提供下游戏ID+服务器+手机号码+微信帐号，关于报名的录制视频的事情，后续会有人联系你教你怎么录制的#149,1.6
G6963,10540731,10,2016-05-25 13:41:44,在,2016-05-25 13:44:53,#明天的更新有了解吗,3.15
G6963,10540731,10,2016-05-25 13:45:05,没看,2016-05-25 13:49:13,水陆战神的荣誉雕像会出了哦～还有新的地图呢～你可以看下呢,4.133333333333334
N1852,14289520,10,2016-05-24 15:41:18,#132问一。：为什么我挖宝从没得过好东西,2016-05-24 15:43:35,现在运气只是暂时隐身哒，说不定他就出现在了别的地方，也是希望暖暖给您的祝福可以让您的好运会回来哒～,2.283333333333333
N1852,14289520,10,2016-05-24 15:41:59,#132问二。：为什么我炼化从没出过三克,2016-05-24 15:43:35,现在运气只是暂时隐身哒，说不定他就出现在了别的地方，也是希望暖暖给您的祝福可以让您的好运会回来哒～,1.6
N1852,14289520,10,2016-05-24 15:44:27,#128压根就没得过，好运从哪里回来,2016-05-24 15:47:35,谁说的，你看我们的这个专属客服不就抽到您了么～这个是随机抽取获得的哦#58,3.1333333333333333
N1852,14289520,10,2016-05-24 15:48:33,#162这样说，容我睡一觉起来在议,2016-05-24 15:52:16,好的呢～好梦#178,3.716666666666667
N1834,7637627,10,2016-05-25 19:10:07,哦好的,2016-05-25 19:11:04,#56,0.95
N1834,5147268,10,2016-05-24 10:57:35,#132#132,2016-05-24 10:57:36,子轩周末周一休息哦～有问题可以先给我留言，回来会第一时间回复你的呢～#47,0.016666666666666666
N1834,5147268,10,2016-05-24 10:57:51,今天周二了。。。s,2016-05-24 10:57:52,子轩周末周一休息哦～有问题可以先给我留言，回来会第一时间回复你的呢～#47,0.016666666666666666
N1834,5147268,10,2016-05-24 10:58:04,你能给我搞个自动回复吗。。,2016-05-24 10:58:05,子轩周末周一休息哦～有问题可以先给我留言，回来会第一时间回复你的呢～#47,0.016666666666666666
N1834,5147268,10,2016-05-24 12:25:30,#132,2016-05-24 13:32:37,咱们审核都是在24小时之内结束的哦#17  这个是系统自动排序，人工这边暂时没有办法提前审核哦,67.11666666666666
N1834,5147268,10,2016-05-24 12:31:31,为什么我卖个项链审核这么久。。,2016-05-24 13:32:37,咱们审核都是在24小时之内结束的哦#17  这个是系统自动排序，人工这边暂时没有办法提前审核哦,61.1
N1834,5147268,10,2016-05-24 12:31:39,我没钱了。美女能快点吗。,2016-05-24 13:32:37,咱们审核都是在24小时之内结束的哦#17  这个是系统自动排序，人工这边暂时没有办法提前审核哦,60.96666666666667
N1834,5147268,10,2016-05-24 13:33:06,不是有时候都会提前审核吗,2016-05-24 13:37:29,我们系统会优先审核专属玩家的交易，但是所有客服都不能加急哦，如果可以帮你加急的话，我们直接就帮你操作了呢，因为系统自动排序，如果我们调取你的资料，可能要更久呢#56,4.383333333333334
N1834,5147268,10,2016-05-24 13:33:13,我这个又没卖高价,2016-05-24 13:37:29,我们系统会优先审核专属玩家的交易，但是所有客服都不能加急哦，如果可以帮你加急的话，我们直接就帮你操作了呢，因为系统自动排序，如果我们调取你的资料，可能要更久呢#56,4.266666666666667
N1834,5147268,10,2016-05-24 13:33:38,才卖一千五百万。。炼化好辛苦。这么坑卖个辛苦钱也不帮我省点时间#15#15#15,2016-05-24 13:37:29,我们系统会优先审核专属玩家的交易，但是所有客服都不能加急哦，如果可以帮你加急的话，我们直接就帮你操作了呢，因为系统自动排序，如果我们调取你的资料，可能要更久呢#56,3.85
N1834,5147268,10,2016-05-24 13:33:57,美女。。人家客服都好好的。。,2016-05-24 13:37:29,我们系统会优先审核专属玩家的交易，但是所有客服都不能加急哦，如果可以帮你加急的话，我们直接就帮你操作了呢，因为系统自动排序，如果我们调取你的资料，可能要更久呢#56,3.533333333333333
N1834,5147268,10,2016-05-25 19:12:59,#132#132,2016-05-25 19:25:31,#56,12.533333333333333
N3868,16809919,11,2016-05-24 12:10:15,没事的,2016-05-24 13:34:08,#18也是给你带来不好的感受了～～,83.88333333333334
N3868,16809919,11,2016-05-24 12:12:40,不用道歉啊，服务器又不是你农卡的,2016-05-24 13:34:08,#18也是给你带来不好的感受了～～,81.46666666666667
N3868,16809919,11,2016-05-24 16:02:22,我们服有多少个人、,2016-05-24 16:35:47,～～。咋样的算一个人呢,33.416666666666664
N3868,16809919,11,2016-05-24 16:37:00,平均在线是是多少人啊,2016-05-24 16:44:02,这个太难回答了，小号算不算呢～～还有如果只是挂着，啥都不做的呢,7.033333333333333
N3868,16809919,11,2016-05-24 16:48:16,人如果太少会合区么,2016-05-24 17:26:32,肯定是会的咯，你看我们之前也是合并了几批呀,38.266666666666666
N1852,15960722,10,2016-05-24 16:27:19,[语音]端午活动是什么东东能告诉我一下吗?,2016-05-24 16:28:29,是预计端午节开的新玩法，本周预计是先测试哦～,1.1666666666666667
N3786,3312279,10,2016-05-25 19:33:43,知道，太卡,2016-05-25 19:49:08,主要是什么任务的时候比较卡呢～,15.416666666666666
N3786,3312279,10,2016-05-25 19:49:37,都卡,未回复,未回复,未回复
N3502,9394805,11,2016-05-24 15:11:05,#175#175,2016-05-24 15:12:29,是这样的，最近是手游PK赛嘛，我们在招比武大会解说，不知道亲有木有兴趣的呀#149,1.4
N3502,9394805,11,2016-05-24 15:13:29,有啥好处,2016-05-24 15:13:47,1.大话赛事解说选拔赛总决赛前三名：西安线下总决赛现场解说的资格（包含来回机票食宿）2.解说现金大奖赛中前六名：冠军：6000元；亚军：3000元；季军：1500元；4-6名：500元,0.3
N1852,2493091,10,2016-05-25 19:08:02,#163,2016-05-25 19:08:29,#163收到了暖暖就放心啦～,0.45
N2657,4426404,11,2016-05-24 18:24:24,加油,2016-05-24 18:27:28,#103,3.066666666666667
N2657,4426404,11,2016-05-24 18:27:41,老被杀咋办,2016-05-24 18:28:53,什么情况呀～,1.2
N3339,2696273,10,2016-05-25 18:31:39,#155,2016-05-25 18:32:17,#178,0.6333333333333333
N3339,2696273,10,2016-05-25 18:33:03,期待,2016-05-25 18:36:01,enenen ~,2.966666666666667
N2662,15826180,12,2016-05-25 12:41:32,#128,2016-05-25 12:42:57,预计是延迟到下周，具体时间小倩会告诉你哈～#37#37#37,1.4166666666666667
N2631,7078344,10,2016-05-25 19:01:37,我没钱了,2016-05-25 19:14:33,曼曼平时也花的少，玩的挺开心的#162,12.933333333333334
N2039,7776888,13,2016-05-24 15:19:13,在吗,2016-05-24 15:25:58,看下是不是坐骑的技能的影响～,6.75
N2039,7776888,13,2016-05-24 15:19:30,为什么我的宝宝管制过后敏还变低了,2016-05-24 15:25:58,看下是不是坐骑的技能的影响～,6.466666666666667
N2655,2493118,11,2016-05-24 15:03:50,嗯,2016-05-24 15:09:02,之前游戏里绑定的手机号码不能改成自己现在在用的号码，不过今天开始可以修改啦，到帐号修复中心修复帐号成功后，提供下新手机号码给小静，小静去申请更改哦#104,5.2
N2655,2493118,11,2016-05-25 19:48:34,#166#166我带啊,2016-05-25 19:58:17,#81#81,9.716666666666667
N2631,3443393,10,2016-05-25 18:45:56,怎么蹬,2016-05-25 18:47:38,http://dhxy.163.com/web/,1.7
N2631,3443393,10,2016-05-25 18:48:16,谢谢,2016-05-25 18:51:59,姣姣不用客气哒#159,3.716666666666667
N2039,10619588,10,2016-05-24 10:42:41,交易200环减少次数，跑着太累人,2016-05-24 11:44:48,地魇大侠，您希望咱跑环减少多少比较合适呀～～#37,62.11666666666667
N2039,10619588,10,2016-05-24 10:43:18,建议,2016-05-24 11:44:48,地魇大侠，您希望咱跑环减少多少比较合适呀～～#37,61.5
N3502,5646652,10,2016-05-25 14:48:35,为啥不出城,2016-05-25 14:49:11,什么呀～,0.6
N3502,5646652,10,2016-05-25 14:49:19,木事～,2016-05-25 14:49:30,哦哦～好的～,0.18333333333333332
N3502,5646652,10,2016-05-25 14:49:23,发错了,2016-05-25 14:49:30,哦哦～好的～,0.11666666666666667
N3502,5646652,10,2016-05-25 14:49:38,么么哒,2016-05-25 14:50:14,么么哒#149#149,0.6
N3502,5646652,10,2016-05-25 14:50:02,你不回复我么么哒吗#24,2016-05-25 14:50:14,么么哒#149#149,0.2
N3502,5646652,10,2016-05-25 14:50:37,好啦好啦，没事啦,2016-05-25 14:53:12,嗯嗯～好的～,2.5833333333333335
N2655,14650095,13,2016-05-24 10:49:05,亲爱的两天了,2016-05-24 10:58:13,刚刚同事回复说，可以将扣除的银两返还给买家ID，你看这样可以么？,9.133333333333333
N2655,14650095,13,2016-05-24 10:59:56,可以,2016-05-24 11:04:42,嗯嗯～好的，那小静让同事去返还哦，不过提醒下下次不可以再有此类交易啦，下次就不能返还了哦#17,4.766666666666667
N2655,14650095,13,2016-05-24 10:59:58,没问题,2016-05-24 11:04:42,嗯嗯～好的，那小静让同事去返还哦，不过提醒下下次不可以再有此类交易啦，下次就不能返还了哦#17,4.733333333333333
N2655,14650095,13,2016-05-24 11:07:18,我就是上次卖的时候没有这本书，我有的是垃圾书，慢慢倒,2016-05-24 11:14:17,目前游戏禁止一切倒钱的行为哦#17,6.983333333333333
N2655,14650095,13,2016-05-24 11:15:34,正常买卖嘛,2016-05-24 11:17:44,正常的交易不会被处罚哒,2.1666666666666665
N2655,14650095,13,2016-05-24 11:18:09,多长时间能退回,2016-05-24 11:19:52,小静现在去加急下，看看今天能不能退回,1.7166666666666666
N2655,14650095,13,2016-05-24 14:55:47,#109#109我家风逸宝宝超级凶,2016-05-24 15:02:31,#123#123你是风逸的朋友么,6.733333333333333
N2655,14650095,13,2016-05-24 14:56:01,我帮你打他#109,2016-05-24 15:02:31,#123#123你是风逸的朋友么,6.5
N2655,14650095,13,2016-05-24 15:02:45,他媳妇儿#173,2016-05-24 15:07:54,#123,5.15
N2655,14650095,13,2016-05-24 15:08:35,小静宝宝么么哒,2016-05-24 15:08:58,么么哒#37   刚刚说的银两的事情，帮忙和风逸说一下哦,0.38333333333333336
N2655,14650095,13,2016-05-24 15:09:17,好滴#178,2016-05-24 15:12:45,谢谢～么么哒～今天帮风逸做任务么,3.466666666666667
N2655,14650095,13,2016-05-24 15:13:12,没事儿上来玩一下#173,2016-05-24 15:15:38,#173#173,2.433333333333333
N2655,14650095,13,2016-05-24 15:13:21,看看他有没有偷偷撩妹子,2016-05-24 15:15:38,#173#173,2.283333333333333
N2655,14650095,13,2016-05-24 15:13:48,没撩，我去帮他撩几个#163,2016-05-24 15:15:38,#173#173,1.8333333333333333
N2655,14650095,13,2016-05-24 15:16:34,#171#171,2016-05-24 15:16:54,风逸有你这么可爱的媳妇，不会去撩别人哒#81,0.3333333333333333
N2655,14650095,13,2016-05-24 15:17:15,#18#18#18#18,2016-05-24 15:17:59,#173#173,0.7333333333333333
N3786,9308912,10,2016-05-25 19:31:29,不知,2016-05-25 19:35:30,http://dhxy.163.com/web/这个网址哦～这里发的连接点不开，如果需要小琦也是申请了微信号呢～dahuashouyou27，备注一下服务器id，之后方便联系呀#134,4.016666666666667
N2662,11373321,12,2016-05-25 18:29:20,1,未回复,未回复,未回复
N2660,3473936,10,2016-05-24 18:38:22,#21#21#21,2016-05-24 18:46:20,小灵给你发的消息有木有收到啊～～要关注自己的物品，开启订阅哟#134,7.966666666666667
N2660,3473936,10,2016-05-24 18:38:28,好的,2016-05-24 18:46:20,小灵给你发的消息有木有收到啊～～要关注自己的物品，开启订阅哟#134,7.866666666666666
N2660,3473936,10,2016-05-24 18:38:33,你好久没联系我了,2016-05-24 18:46:20,小灵给你发的消息有木有收到啊～～要关注自己的物品，开启订阅哟#134,7.783333333333333
N2660,3473936,10,2016-05-24 18:38:40,#113,2016-05-24 18:46:20,小灵给你发的消息有木有收到啊～～要关注自己的物品，开启订阅哟#134,7.666666666666667
N2660,3473936,10,2016-05-24 18:39:00,对了我朋友的多宝有商品提示,2016-05-24 18:46:20,小灵给你发的消息有木有收到啊～～要关注自己的物品，开启订阅哟#134,7.333333333333333
N2660,3473936,10,2016-05-24 18:39:04,我的为什么没有,2016-05-24 18:46:20,小灵给你发的消息有木有收到啊～～要关注自己的物品，开启订阅哟#134,7.266666666666667
N2631,1409496,10,2016-05-25 15:01:45,什么时候开3转,2016-05-25 15:01:46,稍等我一会儿哈～刚刚有点事被call去开会了，给曼曼留个言，让我看到你挥舞的小手，回来就能看到你啦～,0.016666666666666666
N2631,1248031,10,2016-05-25 18:49:20,没有啊,2016-05-25 18:52:06,http://dhxy.163.com/web/ 进这个网址就行，记得先下载插件喔,2.7666666666666666
N2631,1248031,10,2016-05-25 18:52:50,哦,2016-05-25 18:56:30,最近看你好像好少说话呀～#17,3.6666666666666665
N2631,1248031,10,2016-05-25 18:57:18,这你都知道#17,2016-05-25 18:58:44,我是你的专属客服呢～是你的小棉袄#151,1.4333333333333333
N2631,1248031,10,2016-05-25 18:58:42,你是客服吗？,2016-05-25 18:58:44,我是你的专属客服呢～是你的小棉袄#151,0.03333333333333333
N2631,1248031,10,2016-05-25 18:59:29,这游戏每人都有一个专属客服吗,2016-05-25 19:02:23,对呀～只要是有匹配到的就会有喔,2.9
N2631,1248031,10,2016-05-25 19:03:42,好吧,2016-05-25 19:34:29,没有啦～只是要帮战啦,30.783333333333335
N2631,1248031,10,2016-05-25 19:05:30,你们上班真轻松,2016-05-25 19:34:29,没有啦～只是要帮战啦,28.983333333333334
N2631,1248031,10,2016-05-25 19:18:28,小棉袄你咋不说话了#95,2016-05-25 19:34:29,没有啦～只是要帮战啦,16.016666666666666
N2631,1248031,10,2016-05-25 19:45:42,#133,2016-05-25 19:58:19,你呢你呢,12.616666666666667
N2631,1248031,10,2016-05-25 19:58:50,也帮战的了。,未回复,未回复,未回复
N2631,1248031,10,2016-05-25 19:58:57,等会去试试你说的那个,未回复,未回复,未回复
N3378,15272741,10,2016-05-25 15:44:33,我申请了，让我填写的东西有的我申请号的时候都没写过，我怎么填写,2016-05-25 15:48:40,用美图可以降低图片像素呢，降低后就可以上传了哦,4.116666666666666
N3378,15272741,10,2016-05-25 15:46:09,根本就填不了，拍摄的身份证相片格式太大，上传不了，,2016-05-25 15:48:40,用美图可以降低图片像素呢，降低后就可以上传了哦,2.5166666666666666
N3378,15272741,10,2016-05-25 15:48:59,我靠，我都没用过那个,2016-05-25 15:49:10,这样我们这边才能确保你的帐号安全哦,0.18333333333333332
N3378,15272741,10,2016-05-25 15:49:22,申请的时候什么都没填写,2016-05-25 15:49:26,或者其他修饰图片的软件都可以哦,0.06666666666666667
N3378,15272741,10,2016-05-25 15:54:34,有的是必须填写的,2016-05-25 16:16:33,哦那尽量把有填过的资料尽量填写完整哦,21.983333333333334
N3378,15272741,10,2016-05-25 15:55:01,我申请的时候根本没填过，你让我填什么？,2016-05-25 16:16:33,哦那尽量把有填过的资料尽量填写完整哦,21.533333333333335
G3681,19251677,13,2016-05-25 18:37:02,111,2016-05-25 18:39:00,测试服有【51活动】和个人PK【独步天下】#37全服3转炼狱难度进行迭代哟，还有大家最爱的“大话手游网页版”完善推出了～,1.9666666666666666
N2662,3270212,11,2016-05-25 18:58:49,1,未回复,未回复,未回复
N2631,18679151,11,2016-05-24 10:49:44,#81,2016-05-24 11:13:03,小不点，曼曼刚回来呢#159,23.316666666666666
N2631,18679151,11,2016-05-25 13:56:12,要出藏宝阁?,2016-05-25 13:56:13,稍等我一会儿哈～刚刚有点事被call去开会了，给曼曼留个言，让我看到你挥舞的小手，回来就能看到你啦～,0.016666666666666666
N2631,18679151,11,2016-05-25 14:02:10,#162,2016-05-25 14:02:11,稍等我一会儿哈～刚刚有点事被call去开会了，给曼曼留个言，让我看到你挥舞的小手，回来就能看到你啦～,0.016666666666666666
N2631,18679151,11,2016-05-25 14:02:15,#162,2016-05-25 14:02:16,稍等我一会儿哈～刚刚有点事被call去开会了，给曼曼留个言，让我看到你挥舞的小手，回来就能看到你啦～,0.016666666666666666
N2631,18679151,11,2016-05-25 15:17:31,#24你不知道啊,2016-05-25 15:20:05,求链接#17,2.566666666666667
N2631,18679151,11,2016-05-25 15:22:24,#15不是说官网有吗,2016-05-25 15:22:53,曼曼没听说呢,0.48333333333333334
N2631,18679151,11,2016-05-25 15:23:18,#24,2016-05-25 15:23:36,#51,0.3
N2631,18679151,11,2016-05-25 15:23:44,#162,2016-05-25 15:24:43,没看到也#162,0.9833333333333333
N2631,18679151,11,2016-05-25 15:23:48,#162,2016-05-25 15:24:43,没看到也#162,0.9166666666666666
N2631,18679151,11,2016-05-25 15:23:53,#162,2016-05-25 15:24:43,没看到也#162,0.8333333333333334
N2631,18679151,11,2016-05-25 15:23:58,#162,2016-05-25 15:24:43,没看到也#162,0.75
N2631,18679151,11,2016-05-25 15:25:17,好吧,2016-05-25 15:25:32,#35,0.25
N3868,16069032,10,2016-05-25 14:56:53,不了,2016-05-25 15:09:49,解说很有意思的啦～有人专门教你的#132,12.933333333333334
N3868,16069032,10,2016-05-25 15:11:30,没时间，上班族#132,2016-05-25 15:15:13,酱紫～那以后有啥活动我和你说，你有时间的考虑一下咯,3.716666666666667
N3868,16069032,10,2016-05-25 15:15:25,好的#162,2016-05-25 15:18:44,对了～方便的话把你的微信给一下咯，这样传截图呀，或者有活动和你说也方便呀#132,3.316666666666667
N2662,1215295,10,2016-05-25 18:48:51,1,未回复,未回复,未回复
N1415,860998,13,2016-05-24 18:28:24,[语音]你们的系统不要再出问题出去。,2016-05-24 18:30:01,#134不会啦～～昨天出问题之后就立刻修复仔细检查了呐,1.6166666666666667
N1415,860998,13,2016-05-25 14:09:43,帮我查一下我们服务器现在有几个人拿了5分钟通关塔六的功绩,2016-05-25 14:12:27,诺诺这边只能查到我服务的玩家的数据呢，其他玩家的查不到来着#17大大是想弄功绩还是什么呀？,2.7333333333333334
N1415,860998,13,2016-05-25 14:17:26,你们在这后台哥我是真服了。。。什么也没用，昨天和前天跨服，开发组补偿那么点经验不说，我的两张神兽卡怎么弄，不是心疼，是你服务器如果不行，请提前说,2016-05-25 14:20:15,抱歉给您带来不便了，关于神兽卡的消耗情况，是已经在跟技术哥哥那边申请补偿了的～～,2.816666666666667
N1415,860998,13,2016-05-25 14:18:13,你们能查不到想要的数据？我们之间的聊天你们都能看，还有什么办不到的,2016-05-25 14:20:15,抱歉给您带来不便了，关于神兽卡的消耗情况，是已经在跟技术哥哥那边申请补偿了的～～,2.033333333333333
N1415,860998,13,2016-05-25 14:21:29,你后台数据就查不出谁先通关塔六不用5分钟？我信么？,2016-05-25 14:21:38,如果可以查到的话，我也是非常希望能够赶紧查一下告诉您的，毕竟作为我来说，诺诺比谁都希望我家稀饭哥哥可以玩的开心呀～,0.15
N1415,860998,13,2016-05-25 14:22:33,就这服务器水平。。。你告诉我怎么玩,2016-05-25 14:23:23,因为也是第一次举报比较大的赛事，参与的玩家非常多，造成服务器超负荷的情况，出现这样的问题确实是非常抱歉的～,0.8333333333333334
N1415,860998,13,2016-05-25 14:25:10,补偿你看的补吧，反正在我看来玩家因为这次离服的也不少，我都准备离，因为，我4个月得俩神兵。。。我都不知道该这么说了,2016-05-25 14:27:14,#151诺诺会好好去反馈下的，连续两次出现这个问题，虽然不是诺诺造成，但是诺诺也是非常内疚的,2.066666666666667
N1415,860998,13,2016-05-25 14:26:22,算了，不说了，哥哥我下了。,2016-05-25 14:27:14,#151诺诺会好好去反馈下的，连续两次出现这个问题，虽然不是诺诺造成，但是诺诺也是非常内疚的,0.8666666666666667
N2530,18221924,11,2016-05-25 19:56:46,在不,未回复,未回复,未回复
N2530,18221924,11,2016-05-25 19:57:31,小珊珊,未回复,未回复,未回复
G6963,14650232,12,2016-05-25 12:12:39,那叫丰厚的奖励？你们也好意思说,2016-05-25 12:22:28,小小心意，不成敬意,9.816666666666666
G6963,14650232,12,2016-05-25 12:22:41,#80,2016-05-25 12:24:14,#37,1.55
N3339,6163325,10,2016-05-25 19:45:55,你看看又造反了,2016-05-25 19:47:38,这些都是运气最好的时候才有可能的额～毕竟是最好的物资了～是很难的啦～～你吧资金用来直接购买会好一些的～,1.7166666666666666
N3339,6163325,10,2016-05-25 19:46:42,我也不想玩了，别人跑200不是出手就是神兵我什么都没任务不给东西挖宝不给仙气,2016-05-25 19:47:38,这些都是运气最好的时候才有可能的额～毕竟是最好的物资了～是很难的啦～～你吧资金用来直接购买会好一些的～,0.9333333333333333
N3339,6163325,10,2016-05-25 19:50:35,你也给我点几率让我有心在玩,2016-05-25 19:51:49,唉～相信我几率还是会有的～只是还没到～#175,1.2333333333333334
N3339,6163325,10,2016-05-25 19:51:29,现在玩的真没意思,2016-05-25 19:51:49,唉～相信我几率还是会有的～只是还没到～#175,0.3333333333333333
N3339,6163325,10,2016-05-25 19:53:31,哎！,未回复,未回复,未回复
N3339,6163325,10,2016-05-25 19:54:42,今天吧钱都挖宝会有几率吗#24,未回复,未回复,未回复
G6790,10109419,12,2016-05-24 14:58:22,专属客服怎么才能有,2016-05-24 15:04:43,专属服务是随机抽取到的帐号邀请体验的哟,6.35
G6790,10109419,12,2016-05-24 15:11:52,什么时候抽取的,2016-05-24 15:17:36,可以提供ID，我这边帮你记录～,5.733333333333333
G6790,10109419,12,2016-05-24 15:12:14,我要是想弄个怎么弄,2016-05-24 15:17:36,可以提供ID，我这边帮你记录～,5.366666666666666
G6790,10109419,12,2016-05-24 15:44:27,14370602,2016-05-24 16:00:00,好的，记录下啦，以后有抽到会联系的哟～#47,15.55
G6790,3410823,10,2016-05-25 16:38:02,#160,2016-05-25 16:50:29,#162,12.45
G6790,3410823,10,2016-05-25 18:36:57,自己5个号网页版也用，就是不知道OPPO的网页咋用,2016-05-25 18:39:12,5个号#35,2.25
G6790,3410823,10,2016-05-25 18:56:35,恩恩#24一个队伍4个网易一个OPPO但是不知道OPPO用网页如何玩,2016-05-25 19:00:04,网页版目前不支持OPPO,3.4833333333333334
G6790,3410823,10,2016-05-25 19:02:06,#162,2016-05-25 19:02:33,#47,0.45
G6790,3410823,10,2016-05-25 19:02:52,#127,2016-05-25 19:08:56,模拟器不太了解哟，非网易产品的辅助工具#17,6.066666666666666
G6790,3410823,10,2016-05-25 19:03:53,叶子猪模拟器估计达到多少内存可以双开不卡#124,2016-05-25 19:08:56,模拟器不太了解哟，非网易产品的辅助工具#17,5.05
G6790,3410823,10,2016-05-25 19:08:54,换啥名字挖宝任务容易给好东西#89,2016-05-25 19:08:56,模拟器不太了解哟，非网易产品的辅助工具#17,0.03333333333333333
G6790,3410823,10,2016-05-25 19:09:26,网易除了网页版本还有啥,2016-05-25 19:13:34,表哥也许喜欢表嫂#127,4.133333333333334
N3702,4361096,10,2016-05-25 19:13:06,那个什么套装的怎么没消息了,2016-05-25 19:17:17,策划也需要一些时间的呢，知道你在期待，我会更加关注的#28,4.183333333333334
N3702,4361096,10,2016-05-25 19:18:24,#35#35,2016-05-25 19:31:24,#37,13.0
N3621,5311373,12,2016-05-24 18:16:35,[语音]谁不知道啊你给我发这些有用吗?,2016-05-24 18:24:53,我会去看哥哥比赛哒～～～加油！！！,8.3
N3621,5311373,12,2016-05-24 18:16:41,[语音]你给我唱首歌吧。,2016-05-24 18:24:53,我会去看哥哥比赛哒～～～加油！！！,8.2
N3621,5311373,12,2016-05-25 17:15:58,出来#4,2016-05-25 17:51:43,不好意思，刚才不在座位上,35.75
N3621,5311373,12,2016-05-25 17:17:38,[紫金七星冠],2016-05-25 17:51:43,不好意思，刚才不在座位上,34.083333333333336
N3621,5311373,12,2016-05-25 17:17:53,我的装备又被打回来了,2016-05-25 17:51:43,不好意思，刚才不在座位上,33.833333333333336
N3621,5311373,12,2016-05-25 17:18:01,你们什么意思#4,2016-05-25 17:51:43,不好意思，刚才不在座位上,33.7
N3621,5311373,12,2016-05-25 17:18:17,[紫金七星冠],2016-05-25 17:51:43,不好意思，刚才不在座位上,33.43333333333333
N3621,5311373,12,2016-05-25 17:19:43,给人家全部扣除不说，把原来的人家上次的钱还有两亿全部弄没了，草泥马的你们是不是人啊,2016-05-25 17:51:43,不好意思，刚才不在座位上,32.0
N3621,5311373,12,2016-05-25 17:20:26,草泥马#4,2016-05-25 17:51:43,不好意思，刚才不在座位上,31.283333333333335
